order_id,date,region,product,channel,quantity,unit_price,discount_pct,customer_id,revenue
ORD-001320,2022-02-17 17:00:00,West,Service-Pro,Online,40.0,983.87,0.122,CUST-0058,34553.51
ORD-001321,2022-04-25 12:00:00,East,Widget-B,Direct,17.0,318.97,0.348,CUST-0017,3535.46
ORD-001322,2022-08-18 00:00:00,East,Gadget-X,Online,32.0,434.98,0.036,CUST-0395,13418.26
ORD-001323,2023-01-05 09:00:00,North,Service-Lite,Partner,16.0,84.86,0.305,CUST-0480,943.64
ORD-001324,2022-12-27 23:00:00,South,Service-Pro,Retail,1.0,791.43,0.039,CUST-0542,760.56
ORD-001325,2022-03-20 03:00:00,East,Bundle-2,Direct,23.0,454.0,0.117,CUST-0187,9220.29
ORD-001326,2022-10-11 01:00:00,North,Widget-B,Online,49.0,96.51,0.233,CUST-0427,3627.14
ORD-001327,2022-02-05 08:00:00,North,Bundle-1,Partner,12.0,478.2,0.001,CUST-0651,5732.66
ORD-001328,2022-10-09 06:00:00,North,Gadget-Y,Online,8.0,716.13,0.27,CUST-0290,4182.2
ORD-001329,2022-05-23 11:00:00,South,Widget-B,Online,46.0,478.3,0.126,CUST-0549,19229.57
ORD-001330,2022-07-07 10:00:00,Central,Bundle-2,Retail,45.0,968.94,0.299,CUST-0275,30565.21
ORD-001331,2022-10-27 00:00:00,West,Service-Pro,Direct,42.0,872.94,0.39,CUST-0833,22364.72
ORD-001332,2022-06-27 00:00:00,Central,Service-Pro,Retail,48.0,519.65,0.167,CUST-0444,20777.69
ORD-001333,2022-12-03 10:00:00,South,Gadget-X,Partner,49.0,941.09,0.012,CUST-0802,45560.05
ORD-001334,2022-08-11 07:00:00,East,Bundle-2,Partner,46.0,813.26,0.34,CUST-0338,24690.57
ORD-001335,2023-02-21 03:00:00,Central,Widget-A,Direct,48.0,374.58,0.11,CUST-0361,16002.06
ORD-001336,2022-09-23 22:00:00,South,Widget-A,Retail,37.0,773.69,0.059,CUST-0758,26937.56
ORD-001337,2022-05-04 11:00:00,West,Widget-B,Online,16.0,510.78,0.352,CUST-0296,5295.77
ORD-001338,2022-11-20 00:00:00,West,Service-Lite,Direct,23.0,543.71,0.093,CUST-0719,11342.33
ORD-001339,2022-06-19 23:00:00,Central,Widget-A,Retail,19.0,525.4,0.242,CUST-0083,7566.81
ORD-001340,2022-08-11 13:00:00,Central,Bundle-1,Online,25.0,805.63,0.102,CUST-0841,18086.39
ORD-001341,2022-02-27 00:00:00,West,Widget-B,Direct,35.0,919.38,0.285,CUST-0756,23007.48
ORD-001342,2022-02-19 17:00:00,East,Service-Lite,Direct,12.0,326.31,0.259,CUST-0563,2901.55
ORD-001343,2022-08-28 12:00:00,Central,Bundle-1,Online,1.0,645.49,0.204,CUST-0496,513.81
ORD-001344,2022-03-19 18:00:00,West,Bundle-2,Direct,30.0,632.11,0.222,CUST-0373,14753.45
ORD-001345,2023-02-20 15:00:00,South,Gadget-X,Partner,49.0,888.61,0.091,CUST-0336,39579.58
ORD-001346,2022-12-23 12:00:00,West,Widget-A,Retail,43.0,452.73,0.009,CUST-0311,19292.18
ORD-001347,2022-10-20 00:00:00,East,Bundle-1,Partner,1.0,198.25,0.32,CUST-0703,134.81
ORD-001348,2022-11-03 02:00:00,South,Gadget-Y,Online,30.0,211.05,0.356,CUST-0202,4077.49
ORD-001349,2022-09-06 00:00:00,East,Bundle-2,Online,27.0,60.75,0.311,CUST-0274,1130.13
ORD-001350,2022-01-26 02:00:00,West,Widget-B,Online,21.0,109.71,0.283,CUST-0390,1651.9
ORD-001351,2022-06-13 11:00:00,Central,Service-Pro,Online,33.0,308.2,0.189,CUST-0478,8248.36
ORD-001352,2022-07-26 14:00:00,East,Widget-A,Partner,21.0,111.53,0.234,CUST-0268,1794.07
ORD-001353,2023-01-17 08:00:00,North,Gadget-Y,Direct,45.0,872.37,0.277,CUST-0436,28382.56
ORD-001354,2022-04-02 10:00:00,Central,Widget-A,Retail,45.0,368.39,0.01,CUST-0806,16411.77
ORD-001355,2022-07-27 01:00:00,East,Bundle-1,Online,32.0,374.77,0.169,CUST-0270,9965.88
ORD-001356,2022-05-24 08:00:00,South,Service-Pro,Retail,23.0,759.92,0.09,CUST-0174,15905.13
ORD-001357,2022-02-25 23:00:00,West,Widget-A,Partner,30.0,308.31,0.146,CUST-0790,7898.9
ORD-001358,2022-02-12 22:00:00,South,Gadget-Y,Direct,45.0,718.02,0.3,CUST-0270,22617.63
ORD-001359,2022-06-02 05:00:00,South,Gadget-Y,Partner,15.0,824.19,0.145,CUST-0707,10570.24
ORD-001360,2022-02-04 08:00:00,Central,Service-Lite,Retail,43.0,366.57,0.296,CUST-0952,11096.81
ORD-001361,2022-01-28 23:00:00,Central,Gadget-Y,Partner,29.0,483.02,0.389,CUST-0520,8558.63
ORD-001362,2022-05-27 04:00:00,East,Gadget-Y,Online,4.0,329.0,0.369,CUST-0546,830.4
ORD-001363,2022-03-26 03:00:00,South,Bundle-1,Retail,37.0,428.92,0.331,CUST-0691,10617.06
ORD-001364,2022-08-20 04:00:00,Central,Service-Pro,Partner,10.0,584.93,0.341,CUST-0126,3854.69
ORD-001365,2022-01-08 08:00:00,North,Bundle-1,Online,26.0,356.13,0.158,CUST-0090,7796.4
ORD-001366,2022-05-06 18:00:00,West,Bundle-2,Online,47.0,469.48,0.293,CUST-0182,15600.35
ORD-001367,2022-07-08 20:00:00,East,Bundle-1,Direct,39.0,501.25,0.267,CUST-0430,14329.23
ORD-001368,2023-02-06 07:00:00,Central,Bundle-2,Online,35.0,34.25,0.393,CUST-0840,
ORD-001369,2022-09-22 09:00:00,East,Service-Lite,Online,4.0,172.0,0.23,CUST-0600,529.76
ORD-001370,2023-01-02 23:00:00,Central,Service-Pro,Partner,43.0,545.95,0.172,CUST-0859,19438.0
ORD-001371,2022-05-24 00:00:00,North,Service-Pro,Retail,17.0,12.61,0.335,CUST-0394,142.56
ORD-001372,2022-07-07 09:00:00,West,Widget-B,Direct,3.0,707.14,0.3,CUST-0806,1484.99
ORD-001373,2022-06-25 03:00:00,North,Bundle-1,Direct,48.0,906.4,0.05,CUST-0714,41331.84
ORD-001374,2023-01-05 17:00:00,West,Service-Lite,Direct,10.0,757.01,0.239,CUST-0101,5760.85
ORD-001375,2023-02-04 16:00:00,North,Bundle-1,Retail,16.0,321.0,0.237,CUST-0522,3918.77
ORD-001376,2023-02-05 23:00:00,Central,Service-Lite,Direct,7.0,455.33,0.253,CUST-0634,2380.92
ORD-001377,2022-11-10 07:00:00,West,Gadget-Y,Retail,31.0,654.2,0.377,CUST-0383,12634.56
ORD-001378,2022-07-29 15:00:00,North,Gadget-X,Online,43.0,683.62,0.241,CUST-0771,22311.31
ORD-001379,2022-08-14 08:00:00,Central,Bundle-2,Direct,26.0,977.71,0.348,CUST-0415,16574.14
ORD-001380,2023-02-13 13:00:00,South,Service-Lite,Partner,43.0,498.04,0.143,CUST-0710,18353.27
ORD-001381,2022-04-29 13:00:00,East,Bundle-1,Online,46.0,257.03,0.023,CUST-0716,11551.44
ORD-001382,2022-05-25 11:00:00,North,Service-Pro,Direct,43.0,368.56,0.15,CUST-0221,13470.87
ORD-001383,2023-01-09 17:00:00,North,Service-Pro,Online,8.0,923.21,0.213,CUST-0066,5812.53
ORD-001384,2022-06-10 23:00:00,South,Widget-A,Partner,11.0,636.37,0.333,CUST-0877,4669.05
ORD-001385,2022-04-08 22:00:00,East,Widget-A,Retail,15.0,865.6,0.253,CUST-0838,9699.05
ORD-001386,2022-08-22 12:00:00,East,Service-Lite,Online,32.0,726.83,0.177,CUST-0953,19141.79
ORD-001387,2022-05-16 13:00:00,Central,Widget-B,Direct,43.0,965.77,0.185,CUST-0058,33845.41
ORD-001388,2023-01-07 04:00:00,North,Widget-A,Partner,16.0,506.21,0.399,CUST-0699,4867.72
ORD-001389,2023-01-14 18:00:00,West,Bundle-1,Direct,33.0,950.4,0.057,CUST-0133,29575.5
ORD-001390,2022-05-08 12:00:00,North,Service-Pro,Partner,10.0,887.02,0.082,CUST-0484,8142.84
ORD-001391,2022-08-09 15:00:00,South,Widget-A,Direct,27.0,844.65,0.25,CUST-0810,17104.16
ORD-001392,2023-02-14 23:00:00,North,Gadget-Y,Direct,39.0,939.69,0.281,CUST-0254,26349.85
ORD-001393,2022-11-06 07:00:00,North,Gadget-Y,Direct,20.0,530.27,0.158,CUST-0375,8929.75
ORD-001394,2022-03-31 20:00:00,East,Widget-A,Partner,8.0,745.39,0.013,CUST-0491,5885.6
ORD-001395,2022-09-04 03:00:00,Central,Service-Pro,Online,21.0,559.77,0.209,CUST-0459,9298.34
ORD-001396,2022-09-16 06:00:00,West,Gadget-Y,Retail,38.0,778.49,0.058,CUST-0021,27866.83
ORD-001397,2022-09-30 06:00:00,Central,Bundle-2,Partner,46.0,766.1,0.022,CUST-0373,34465.31
ORD-001398,2022-01-11 10:00:00,East,Widget-A,Online,31.0,760.81,0.138,CUST-0845,20330.36
ORD-001399,2022-05-05 17:00:00,North,Bundle-1,Online,33.0,434.15,0.054,CUST-0093,13553.29
ORD-001400,2022-12-23 02:00:00,South,Widget-A,Retail,21.0,798.31,0.176,CUST-0348,13813.96
ORD-001401,2022-04-11 13:00:00,Central,Bundle-1,Direct,46.0,877.71,0.305,CUST-0608,28060.39
ORD-001402,2022-05-05 20:00:00,North,Bundle-1,Retail,43.0,639.88,0.019,CUST-0384,26992.06
ORD-001403,2022-05-15 08:00:00,North,Gadget-Y,Direct,48.0,460.1,0.2,CUST-0689,17667.84
ORD-001404,2022-03-15 21:00:00,Central,Gadget-X,Direct,43.0,854.71,0.199,CUST-0268,29438.78
ORD-001405,2022-03-06 18:00:00,North,Widget-B,Retail,27.0,780.66,0.001,CUST-0190,21056.74
ORD-001406,2022-05-25 14:00:00,Central,Gadget-X,Online,48.0,474.89,0.295,CUST-0923,16070.28
ORD-001407,2022-12-31 07:00:00,,Service-Lite,Direct,30.0,584.06,0.036,CUST-0752,16891.02
ORD-001408,2022-01-01 15:00:00,West,Service-Lite,Direct,30.0,688.96,0.373,CUST-0299,12959.34
ORD-001409,2022-04-29 00:00:00,East,Widget-B,Partner,33.0,691.43,0.256,CUST-0100,16975.99
ORD-001410,2022-01-26 06:00:00,North,Widget-A,Direct,10.0,317.92,0.115,CUST-0439,2813.59
ORD-001411,2022-08-22 22:00:00,East,Service-Pro,Online,42.0,299.75,0.37,CUST-0775,7931.38
ORD-001412,2022-04-15 10:00:00,Central,Service-Pro,Retail,18.0,888.46,0.16,CUST-0613,13433.52
ORD-001413,2022-11-26 23:00:00,Central,Bundle-2,Partner,33.0,937.63,0.104,CUST-0701,27723.84
ORD-001414,2022-09-01 18:00:00,East,Bundle-1,Online,42.0,408.03,0.154,CUST-0526,14498.12
ORD-001415,2022-11-23 14:00:00,Central,Service-Pro,Direct,6.0,914.23,0.245,CUST-0912,4141.46
ORD-001416,2022-09-22 13:00:00,West,Service-Pro,Partner,15.0,475.98,0.289,CUST-0120,5076.33
ORD-001417,2022-07-02 15:00:00,North,Service-Lite,Retail,47.0,175.52,0.265,CUST-0813,6063.34
ORD-001418,2022-12-25 17:00:00,West,Gadget-Y,Online,18.0,735.54,0.368,CUST-0966,8367.5
ORD-001419,2022-07-18 10:00:00,West,Service-Lite,Online,33.0,55.42,0.382,CUST-0844,
ORD-001420,2023-01-31 19:00:00,East,Widget-B,Partner,28.0,122.77,0.079,CUST-0281,3165.99
ORD-001421,2023-02-19 11:00:00,West,Bundle-1,Direct,43.0,941.59,0.365,CUST-0957,25710.11
ORD-001422,2022-09-03 10:00:00,Central,Bundle-1,Online,26.0,522.44,0.043,CUST-0964,12999.35
ORD-001423,2022-10-09 01:00:00,East,Gadget-Y,Retail,21.0,273.7,0.383,CUST-0844,3546.33
ORD-001424,2022-04-17 12:00:00,South,Gadget-Y,Partner,1.0,485.6,0.104,CUST-0318,435.1
ORD-001425,2022-12-06 10:00:00,Central,Gadget-Y,Retail,24.0,582.39,0.106,CUST-0796,12495.76
ORD-001426,2022-10-07 19:00:00,Central,Bundle-1,Partner,29.0,642.52,0.169,CUST-0857,15484.09
ORD-001427,2023-01-12 01:00:00,West,Widget-B,Partner,34.0,354.73,0.073,CUST-0196,11180.38
ORD-001428,2022-04-22 06:00:00,West,Gadget-X,Direct,39.0,393.52,0.331,CUST-0259,10267.33
ORD-001429,2022-11-25 03:00:00,North,Service-Pro,Partner,39.0,554.26,0.05,CUST-0755,20535.33
ORD-001430,2022-07-15 22:00:00,East,Service-Lite,Partner,23.0,630.39,0.176,CUST-0809,11947.15
ORD-001431,2022-03-19 03:00:00,North,Gadget-X,Retail,4.0,922.13,0.363,CUST-0633,2349.59
ORD-001432,2022-03-13 07:00:00,East,Widget-A,Online,13.0,398.34,0.254,CUST-0541,3863.1
ORD-001433,2022-08-23 05:00:00,Central,Service-Pro,Online,20.0,875.93,0.243,CUST-0961,13261.58
ORD-001434,2022-05-14 02:00:00,South,Service-Lite,Online,48.0,993.28,0.398,CUST-0341,28701.82
ORD-001435,2022-02-12 10:00:00,Central,Bundle-1,Direct,38.0,345.6,0.009,CUST-0720,13014.6
ORD-001436,2022-06-27 23:00:00,North,Widget-A,Online,44.0,37.0,0.128,CUST-0954,1419.62
ORD-001437,2022-09-30 01:00:00,North,Widget-A,Retail,49.0,608.32,0.05,CUST-0260,28317.3
ORD-001438,2022-05-13 21:00:00,Central,Gadget-Y,Partner,7.0,904.6,0.074,CUST-0072,5863.62
ORD-001439,2023-02-03 01:00:00,North,Service-Pro,Partner,1.0,62.85,0.086,CUST-0164,57.44
ORD-001440,2022-11-21 19:00:00,West,Widget-A,Online,29.0,205.17,0.251,CUST-0667,4456.5
ORD-001441,2022-08-02 15:00:00,West,Widget-B,Direct,13.0,679.38,0.109,CUST-0282,7869.26
ORD-001442,2023-01-25 10:00:00,South,Gadget-Y,Retail,43.0,811.55,0.266,CUST-0714,25614.14
ORD-001443,2022-06-30 09:00:00,North,Gadget-X,Online,23.0,95.76,0.295,CUST-0480,1552.75
ORD-001444,2022-02-28 04:00:00,South,Service-Lite,Online,1.0,370.09,0.161,CUST-0860,310.51
ORD-001445,2022-01-15 22:00:00,North,Widget-A,Direct,11.0,246.34,0.215,CUST-0652,
ORD-001446,2023-01-26 20:00:00,West,Bundle-2,Direct,17.0,965.22,0.053,CUST-0592,15539.08
ORD-001447,2023-02-04 21:00:00,Central,Widget-B,Direct,2.0,685.63,0.301,CUST-0215,958.51
ORD-001448,2022-11-05 00:00:00,Central,Gadget-Y,Retail,16.0,480.87,0.168,CUST-0326,6401.34
ORD-001449,2022-02-12 22:00:00,Central,Bundle-2,Direct,27.0,863.72,0.334,CUST-0233,15531.41
ORD-001450,2022-05-03 08:00:00,West,Service-Lite,Retail,44.0,542.28,0.21,CUST-0062,18849.65
ORD-001451,2022-01-18 02:00:00,Central,Bundle-2,Online,32.0,912.21,0.279,CUST-0302,21046.51
ORD-001452,2022-01-22 08:00:00,West,Widget-A,Direct,5.0,246.41,0.143,CUST-0949,1055.87
ORD-001453,2022-04-13 12:00:00,West,Service-Lite,Retail,21.0,37.06,0.149,CUST-0807,662.3
ORD-001454,2022-08-27 09:00:00,Central,Widget-A,Partner,38.0,434.44,0.175,CUST-0236,13619.69
ORD-001455,2022-01-28 07:00:00,South,Service-Pro,Partner,19.0,212.22,0.254,CUST-0366,3008.01
ORD-001456,2023-02-15 06:00:00,East,Gadget-X,Online,28.0,837.36,0.203,CUST-0724,18686.53
ORD-001457,2022-07-09 15:00:00,Central,Bundle-1,Direct,49.0,537.58,0.322,CUST-0079,17859.48
ORD-001458,2022-04-20 22:00:00,South,Widget-A,Online,7.0,295.77,0.022,CUST-0721,2024.84
ORD-001459,2022-08-04 00:00:00,South,Bundle-2,Direct,24.0,775.83,0.36,CUST-0545,11916.75
ORD-001460,2022-11-26 05:00:00,North,Gadget-Y,Retail,30.0,531.61,0.37,CUST-0712,10047.43
ORD-001461,2022-05-11 05:00:00,South,Service-Pro,Retail,40.0,507.76,0.098,CUST-0006,18319.98
ORD-001462,2022-01-20 19:00:00,East,Service-Pro,Retail,42.0,188.97,0.04,CUST-0934,7619.27
ORD-001463,2022-01-22 05:00:00,Central,Widget-A,Partner,15.0,995.25,0.229,CUST-0674,11510.07
ORD-001464,2022-12-21 23:00:00,North,Gadget-X,Online,23.0,662.42,0.026,CUST-0172,14839.53
ORD-001465,2022-02-16 12:00:00,West,Service-Lite,Online,41.0,856.27,0.092,CUST-0842,31877.22
ORD-001466,2022-09-22 19:00:00,West,Bundle-2,Partner,42.0,762.13,0.203,CUST-0030,25511.54
ORD-001467,2022-06-10 05:00:00,Central,Bundle-2,Partner,41.0,507.89,0.246,CUST-0167,15700.91
ORD-001468,2022-11-20 23:00:00,West,Service-Pro,Direct,33.0,19.62,0.078,CUST-0790,596.96
ORD-001469,2022-01-26 05:00:00,North,Gadget-X,Direct,14.0,669.99,0.373,CUST-0844,5881.17
ORD-001470,2023-01-10 01:00:00,East,Gadget-Y,Direct,19.0,109.73,0.073,CUST-0098,1932.67
ORD-001471,2022-10-18 21:00:00,Central,Gadget-Y,Direct,33.0,961.84,0.061,CUST-0679,29804.54
ORD-001472,2022-07-07 04:00:00,Central,Gadget-Y,Direct,13.0,256.76,0.065,CUST-0808,3120.92
ORD-001473,2022-03-28 06:00:00,West,Gadget-X,Retail,34.0,373.65,0.372,CUST-0099,7978.17
ORD-001474,2023-02-12 03:00:00,Central,Bundle-1,Direct,26.0,556.03,0.352,CUST-0075,9367.99
ORD-001475,2022-05-06 20:00:00,West,Gadget-Y,Direct,22.0,507.58,0.013,CUST-0228,11021.59
ORD-001476,2022-07-24 09:00:00,North,Widget-A,Partner,18.0,658.59,0.291,CUST-0222,8404.93
ORD-001477,2022-06-14 05:00:00,Central,Service-Lite,Online,38.0,785.6,0.029,CUST-0228,28987.07
ORD-001478,2022-04-07 01:00:00,North,Service-Lite,Online,23.0,760.06,0.03,CUST-0793,16956.94
ORD-001479,2022-06-23 14:00:00,South,Gadget-Y,Retail,16.0,908.99,0.03,CUST-0206,14107.52
ORD-001480,2022-03-05 02:00:00,South,Service-Lite,Partner,19.0,475.21,0.332,CUST-0531,6031.37
ORD-001481,2022-01-01 16:00:00,West,Bundle-2,Partner,24.0,538.82,0.171,CUST-0335,10720.36
ORD-001482,2022-05-01 19:00:00,North,Bundle-2,Direct,31.0,875.33,0.223,CUST-0320,21084.07
ORD-001483,2022-02-16 16:00:00,West,Bundle-1,Partner,49.0,289.5,0.012,CUST-0907,14015.27
ORD-001484,2022-06-22 19:00:00,Central,Service-Pro,Partner,17.0,253.45,0.36,CUST-0319,2757.54
ORD-001485,2022-12-26 11:00:00,West,Widget-A,Direct,9.0,19.02,0.393,CUST-0224,103.91
ORD-001486,2022-03-09 17:00:00,South,Service-Pro,Direct,48.0,741.09,0.094,CUST-0228,32228.52
ORD-001487,2022-01-01 12:00:00,Central,Bundle-1,Partner,8.0,690.7,0.263,CUST-0926,4072.37
ORD-001488,2022-02-16 06:00:00,South,Bundle-1,Partner,45.0,283.94,0.272,CUST-0835,9301.87
ORD-001489,2022-07-31 17:00:00,West,Bundle-1,Online,7.0,138.61,0.387,CUST-0550,594.78
ORD-001490,2022-04-25 12:00:00,East,Bundle-2,Partner,18.0,52.1,0.194,CUST-0550,755.87
ORD-001491,2022-07-23 23:00:00,North,Service-Pro,Online,49.0,492.97,0.095,CUST-0517,21860.75
ORD-001492,2022-01-13 04:00:00,North,Widget-A,Retail,9.0,201.54,0.144,CUST-0587,1552.66
ORD-001493,2022-05-19 18:00:00,North,Gadget-Y,Partner,8.0,795.45,0.256,CUST-0674,4734.52
ORD-001494,2022-06-20 21:00:00,Central,Gadget-X,Online,30.0,950.52,0.189,CUST-0059,23126.15
ORD-001495,2022-06-29 17:00:00,Central,Bundle-1,Partner,10.0,779.08,0.032,CUST-0805,7541.49
ORD-001496,2022-08-18 15:00:00,East,Bundle-1,Retail,2.0,853.07,0.323,CUST-0755,1155.06
ORD-001497,2022-11-22 05:00:00,Central,Gadget-Y,Partner,35.0,990.87,0.346,CUST-0957,22681.01
ORD-001498,2022-07-14 16:00:00,North,Gadget-Y,Retail,48.0,743.39,0.191,CUST-0428,28867.32
ORD-001499,2022-12-17 12:00:00,Central,Widget-B,Retail,38.0,571.64,0.209,CUST-0003,17182.36
ORD-001500,2022-08-09 17:00:00,South,Widget-A,Retail,48.0,811.9,0.197,CUST-0373,31293.87
ORD-001501,2022-04-19 11:00:00,North,Gadget-X,Online,26.0,568.2,0.212,CUST-0398,11641.28
ORD-001502,2022-04-06 10:00:00,West,Widget-B,Online,31.0,438.18,0.041,CUST-0611,13026.65
ORD-001503,2022-05-15 08:00:00,South,Gadget-X,Direct,49.0,42.17,0.173,CUST-0179,1708.85
ORD-001504,2022-09-06 22:00:00,South,Bundle-2,Online,25.0,646.54,0.179,CUST-0079,13270.23
ORD-001505,2022-04-12 00:00:00,West,Service-Lite,Retail,2.0,898.53,0.399,CUST-0152,1080.03
ORD-001506,2023-01-16 21:00:00,South,Service-Pro,Online,12.0,696.21,0.019,CUST-0684,8195.78
ORD-001507,2022-07-19 22:00:00,West,Widget-B,Partner,31.0,410.09,0.125,CUST-0147,11123.69
ORD-001508,2022-12-26 16:00:00,North,Bundle-1,Partner,43.0,620.72,0.198,CUST-0634,21406.15
ORD-001509,2022-10-12 16:00:00,North,Service-Lite,Retail,30.0,814.82,0.339,CUST-0710,16157.88
ORD-001510,2022-05-19 21:00:00,South,Service-Pro,Direct,20.0,766.59,0.184,CUST-0569,12510.75
ORD-001511,2022-04-06 02:00:00,West,Gadget-Y,Retail,16.0,496.26,0.116,CUST-0052,7019.1
ORD-001512,2022-11-06 23:00:00,South,Service-Pro,Partner,34.0,368.05,0.214,CUST-0114,9835.77
ORD-001513,2022-05-18 19:00:00,North,Bundle-1,Retail,45.0,402.89,0.119,CUST-0836,15972.57
ORD-001514,2022-04-13 20:00:00,West,Service-Lite,Partner,14.0,908.82,0.219,CUST-0621,9937.04
ORD-001515,2023-01-23 15:00:00,East,Gadget-Y,Online,28.0,178.15,0.276,CUST-0752,3611.46
ORD-001516,2022-07-21 02:00:00,East,Service-Lite,Retail,21.0,864.34,0.212,CUST-0940,14303.1
ORD-001517,2022-01-21 05:00:00,South,Bundle-2,Partner,13.0,203.32,0.244,CUST-0409,1998.23
ORD-001518,2022-07-26 03:00:00,North,Gadget-X,Direct,20.0,981.07,0.015,CUST-0897,19327.08
ORD-001519,2022-07-11 23:00:00,North,Bundle-2,Retail,5.0,453.85,0.264,CUST-0426,1670.17
ORD-001520,2022-12-26 23:00:00,West,Service-Pro,Retail,26.0,736.09,0.388,CUST-0904,11712.66
ORD-001521,2022-10-24 11:00:00,North,Widget-B,Retail,6.0,732.07,0.197,CUST-0678,3527.11
ORD-001522,2022-03-21 17:00:00,South,Bundle-2,Retail,24.0,774.8,0.321,CUST-0223,12626.14
ORD-001523,2022-03-04 16:00:00,Central,Service-Lite,Direct,44.0,791.49,0.22,CUST-0011,27163.94
ORD-001524,2022-09-09 11:00:00,South,Gadget-Y,Partner,8.0,48.67,0.282,CUST-0915,279.56
ORD-001525,2022-01-20 17:00:00,West,Widget-B,Retail,13.0,280.59,0.124,CUST-0387,3195.36
ORD-001526,2022-05-13 22:00:00,South,Bundle-2,Retail,36.0,237.4,0.387,CUST-0862,5238.94
ORD-001527,2022-02-27 14:00:00,Central,Bundle-1,Partner,45.0,701.6,0.086,CUST-0180,28856.81
ORD-001528,2022-01-09 13:00:00,Central,Widget-A,Partner,47.0,686.47,0.064,CUST-0459,30199.19
ORD-001529,2023-01-18 20:00:00,East,Service-Lite,Retail,6.0,304.05,0.018,CUST-0181,1791.46
ORD-001530,2022-02-07 10:00:00,West,Widget-A,Direct,12.0,795.6,0.216,CUST-0120,7485.0
ORD-001531,2022-01-04 20:00:00,East,Gadget-X,Retail,49.0,318.49,0.248,CUST-0551,11735.72
ORD-001532,2023-01-24 16:00:00,Central,Service-Pro,Retail,25.0,349.5,0.26,CUST-0442,6465.75
ORD-001533,2022-03-20 11:00:00,South,Widget-B,Online,41.0,404.85,0.069,CUST-0246,15453.53
ORD-001534,2022-12-07 05:00:00,Central,Service-Pro,Retail,1.0,747.13,0.261,CUST-0336,552.13
ORD-001535,2022-01-14 00:00:00,West,Gadget-Y,Direct,6.0,21.65,0.066,CUST-0375,121.33
ORD-001536,2022-03-05 23:00:00,West,Service-Pro,Direct,11.0,907.39,0.302,CUST-0222,6966.94
ORD-001537,2022-02-16 02:00:00,South,Bundle-1,Retail,5.0,695.12,0.11,CUST-0717,3093.28
ORD-001538,2022-10-22 06:00:00,Central,Widget-B,Online,44.0,590.72,0.169,CUST-0296,
ORD-001539,2022-09-16 09:00:00,West,Bundle-1,Partner,40.0,244.95,0.147,CUST-0621,8357.69
ORD-001540,2022-07-18 03:00:00,Central,Widget-B,Partner,20.0,787.65,0.147,CUST-0738,13437.31
ORD-001541,2022-04-11 16:00:00,Central,Widget-A,Direct,4.0,874.05,0.288,CUST-0330,2489.29
ORD-001542,2022-02-07 00:00:00,North,Gadget-Y,Partner,6.0,506.52,0.399,CUST-0065,1826.51
ORD-001543,2022-08-26 04:00:00,Central,Gadget-X,Online,13.0,299.53,0.211,CUST-0050,3072.28
ORD-001544,2022-04-07 03:00:00,Central,Widget-B,Direct,36.0,386.74,0.16,CUST-0587,11695.02
ORD-001545,2022-09-03 21:00:00,South,Gadget-Y,Partner,40.0,422.08,0.117,CUST-0027,14907.87
ORD-001546,2022-10-14 10:00:00,Central,Bundle-1,Direct,27.0,312.85,0.25,CUST-0124,6335.21
ORD-001547,2022-12-20 22:00:00,East,Service-Pro,Online,45.0,715.06,0.18,CUST-0488,26385.71
ORD-001548,2022-07-25 19:00:00,South,Service-Lite,Retail,46.0,348.74,0.309,CUST-0286,11085.05
ORD-001549,2022-01-02 23:00:00,South,Widget-B,Retail,38.0,823.0,0.243,CUST-0422,23674.42
ORD-001550,2022-04-27 22:00:00,South,Widget-A,Retail,4.0,469.04,0.165,CUST-0701,1566.59
ORD-001551,2022-12-22 13:00:00,North,Gadget-X,Direct,44.0,632.66,0.381,CUST-0796,17231.13
ORD-001552,2022-08-11 04:00:00,West,Bundle-1,Online,45.0,948.46,0.005,CUST-0385,42467.3
ORD-001553,2022-09-15 23:00:00,West,Bundle-2,Online,28.0,451.58,0.276,CUST-0082,9154.43
ORD-001554,2022-07-10 18:00:00,West,Widget-A,Online,30.0,178.63,0.164,CUST-0198,4480.04
ORD-001555,2022-03-09 19:00:00,East,Gadget-Y,Direct,39.0,554.41,0.049,CUST-0850,20562.51
ORD-001556,2023-01-09 15:00:00,South,Gadget-Y,Online,30.0,501.7,0.037,CUST-0014,14494.11
ORD-001557,2022-11-19 01:00:00,West,Service-Lite,Partner,17.0,784.75,0.26,CUST-0213,9872.16
ORD-001558,2023-02-19 15:00:00,Central,Widget-B,Online,35.0,861.59,0.059,CUST-0967,28376.47
ORD-001559,2022-12-23 10:00:00,North,Gadget-Y,Retail,39.0,715.48,0.342,CUST-0351,18360.65
ORD-001560,2022-05-02 07:00:00,South,Bundle-1,Partner,7.0,971.73,0.124,CUST-0034,5958.65
ORD-001561,2022-04-16 22:00:00,Central,Gadget-Y,Online,34.0,276.49,0.138,CUST-0860,8103.37
ORD-001562,2022-04-14 12:00:00,Central,Bundle-1,Online,9.0,246.79,0.264,CUST-0738,1634.74
ORD-001563,2023-01-18 19:00:00,Central,Service-Pro,Partner,29.0,298.36,0.088,CUST-0837,7891.03
ORD-001564,2022-08-21 01:00:00,North,Service-Pro,Online,6.0,674.19,0.003,CUST-0676,4033.0
